itemid,label,category,param_type,origin
227538,ART Blood Pressure Alarm - Low,Alarms,Numeric,chartevents
227539,ART Blood Pressure Alarm Source,Alarms,Text,chartevents
227541,SvO2 Calibrated,Hemodynamics,Date and time,chartevents
227542,ScvO2 (Presep) Calibrated,Hemodynamics,Date and time,chartevents
227543,CO (Arterial),Hemodynamics,Numeric,chartevents
227546,SVV (Arterial),Hemodynamics,Numeric,chartevents
227547,SV (Arterial),Hemodynamics,Numeric,chartevents
227549,ScvO2 (Presep),Hemodynamics,Numeric,chartevents
227550,ERCP (Travel to),4-Procedures,Processes,chartevents
227551,Plasma Pheresis.,4-Procedures,Processes,chartevents
227565,Ventilator Tank #1,Respiratory,Numeric,chartevents
227566,Ventilator Tank #2,Respiratory,Numeric,chartevents
227567,Airway Location,Respiratory,Text,chartevents
227568,Airway Size (mm),Respiratory,Text,chartevents
227570,Small Volume Neb Drug/Dose #1,Respiratory,Text,chartevents
227577,BiPap Mode,Respiratory,Text,chartevents
227578,BiPap Mask,Respiratory,Text,chartevents
227579,BiPap EPAP,Respiratory,Numeric,chartevents
227580,BiPap IPAP,Respiratory,Numeric,chartevents
227581,BiPap bpm (S/T -Back up),Respiratory,Numeric,chartevents
227582,BiPap O2 Flow,Respiratory,Numeric,chartevents
227583,Autoset/CPAP,Respiratory,Text,chartevents
227584,GU Catheter D/C Date,GI/GU,Date and time,chartevents
227585,GI Guaiac,GI/GU,Text,chartevents
227586,GI pH,GI/GU,Numeric,chartevents
227588,GI #1 Tube Place Method,GI/GU,Text,chartevents
227589,GI #2 Tube Place Method,GI/GU,Text,chartevents
227590,GI #3 Tube Place Method,GI/GU,Text,chartevents
227591,Neuro Drain Landmark,Neurological,Text,chartevents
227594,Impaired Skin Cleanse #9,Skin - Impairment,Text,chartevents
227595,Impaired Skin Cleanse #10,Skin - Impairment,Text,chartevents
227596,Impaired Skin Depth #9,Skin - Impairment,Numeric,chartevents
227597,Impaired Skin Depth #10,Skin - Impairment,Numeric,chartevents
227598,Impaired Skin Drainage #9,Skin - Impairment,Text,chartevents
227599,Impaired Skin Drainage #10,Skin - Impairment,Text,chartevents
227600,Impaired Skin Drainage Amount #9,Skin - Impairment,Text,chartevents
227601,Impaired Skin Drainage Amount #10,Skin - Impairment,Text,chartevents
227602,Impaired Skin Length #9,Skin - Impairment,Numeric,chartevents
227603,Impaired Skin Length #10,Skin - Impairment,Numeric,chartevents
227604,Impaired Skin Odor #9,Skin - Impairment,Checkbox,chartevents
227605,Impaired Skin Odor #10,Skin - Impairment,Checkbox,chartevents
227606,Impaired Skin Site #9,Skin - Impairment,Text,chartevents
227607,Impaired Skin Site #10,Skin - Impairment,Text,chartevents
227608,Impaired Skin Treatment #9,Skin - Impairment,Text,chartevents
227609,Impaired Skin Treatment #10,Skin - Impairment,Text,chartevents
227612,Impaired Skin Type #9,Skin - Impairment,Text,chartevents
227613,Impaired Skin Type #10,Skin - Impairment,Text,chartevents
227614,Impaired Skin Width #9,Skin - Impairment,Numeric,chartevents
227615,Impaired Skin Width #10,Skin - Impairment,Numeric,chartevents
227616,Impaired Skin Wound Base #9,Skin - Impairment,Text,chartevents
227617,Impaired Skin Wound Base #10,Skin - Impairment,Text,chartevents
227618,Pressure Ulcer Stage #9,Skin - Impairment,Text,chartevents
227619,Pressure Ulcer Stage #10,Skin - Impairment,Text,chartevents
227620,Surrounding Tissue #9,Skin - Impairment,Text,chartevents
227621,Surrounding Tissue #10,Skin - Impairment,Text,chartevents
227622,Tunneling Present #9,Skin - Impairment,Text,chartevents
227623,Tunneling Present #10,Skin - Impairment,Text,chartevents
227624,Undermining Present #9,Skin - Impairment,Text,chartevents
227625,Undermining Present #10,Skin - Impairment,Text,chartevents
227626,Seizure Pads,Treatments,Text,chartevents
227627,Arctic Sun/Alsius Set Temp,Treatments,Numeric,chartevents
227628,Arctic Sun Water Temp,Treatments,Numeric,chartevents
227629,Shivering,Treatments,Text,chartevents
227630,Arctic Sun Temp #1 Location,Routine Vital Signs,Text,chartevents
227631,Arctic Sun Temp #2 Location,Routine Vital Signs,Text,chartevents
227632,Arctic Sun/Alsius Temp #1 C,Routine Vital Signs,Numeric,chartevents
227634,Arctic Sun/Alsius Temp #2 C,Routine Vital Signs,Numeric,chartevents
227636,Knee Location - CPM,Treatments,Text,chartevents
227638,Medication Added #2 (Peritoneal Dialysis),Dialysis,Text,chartevents
227639,Medication Added Amount  #2 (Peritoneal Dialysis),Dialysis,Numeric,chartevents
227640,Medication Added Units #2 (Peritoneal Dialysis),Dialysis,Text,chartevents
227642,Breast Feeding,OB-GYN,Text,chartevents
227643,Breast Feeding - L,OB-GYN,Text,chartevents
227644,Breast Feeding - R,OB-GYN,Text,chartevents
227645,Breast Feed - L (Minutes),OB-GYN,Numeric,chartevents
227646,Breast Feed - R (Minutes),OB-GYN,Numeric,chartevents
227647,Clot Size (cm),OB-GYN,Numeric,chartevents
227648,Clots,OB-GYN,Text,chartevents
227649,Fundus Character,OB-GYN,Text,chartevents
227650,Fundus Location (Breadth),OB-GYN,Text,chartevents
227651,Lochia Character,OB-GYN,Text,chartevents
227652,Lochia Estimate,OB-GYN,Text,chartevents
227653,Pad Change/Hour,OB-GYN,Text,chartevents
227654,Reflexes LE,OB-GYN,Text,chartevents
227655,Reflexes UE,OB-GYN,Text,chartevents
227662,Patient/Family Informed_V2,Restraint/Support Systems,Text,chartevents
227663,Immobilizer,Restraint/Support Systems,Text,chartevents
227664,Immobilizer Device,Restraint/Support Systems,Text,chartevents
227665,Immobilizer Evaluated,Restraint/Support Systems,Text,chartevents
227666,Immobilizer Location,Restraint/Support Systems,Text,chartevents
227667,Reason for Immobilizer,Restraint/Support Systems,Text,chartevents
227668,Side Rails_V2,Restraint/Support Systems,Text,chartevents
227669,Side Rails (Restraint),Restraint/Support Systems,Text,chartevents
227670,Violent Restraints,Restraint/Support Systems,Text,chartevents
227671,Non-Violent Restraints,Restraint/Support Systems,Text,chartevents
227672,Violent Restraints Ordered,Restraint/Support Systems,Text,chartevents
227673,Non-Violent Restraints Ordered,Restraint/Support Systems,Text,chartevents
227674,Face to Face Eval (Non-Violent),Restraint/Support Systems,Text,chartevents
227675,Face to Face Eval (Violent),Restraint/Support Systems,Text,chartevents
227676,Reason for Restraints (Non-Violent),Restraint/Support Systems,Text,chartevents
227677,Reason for Restraint/Seclusion (Violent),Restraint/Support Systems,Text,chartevents
227678,Restraint Device (Non-Violent),Restraint/Support Systems,Text,chartevents
227679,Restraint Device (Violent),Restraint/Support Systems,Text,chartevents
227680,Restraint Location_V2,Restraint/Support Systems,Text,chartevents
227681,Less Restrictive Measures_V1,Restraint/Support Systems,Text,chartevents
227682,Restraints Evaluated_V2,Restraint/Support Systems,Text,chartevents
227683,Restraint/Seclusion Observer Sheet,Restraint/Support Systems,Text,chartevents
227684,Safety Measures,Restraint/Support Systems,Text,chartevents
227685,ZCentral Venous O2% Sat,Labs,Numeric,chartevents
227686,Central Venous O2% Sat,Labs,Numeric,chartevents
227687,Tobacco Use History,Adm History/FHPA,Text,chartevents
227689,Dilantin,Medications,Solution,chartevents
227690,Fosphenytoin,Medications,Solution,chartevents
227691,Keflex,Antibiotics,Solution,chartevents
227692,Isuprel,Medications,Solution,chartevents
227694,Omeprazole (Prilosec),Medications,Solution,chartevents
227695,Fibersource HN (Full),Nutrition - Enteral,Solution,chartevents
227696,Fibersource HN (3/4),Nutrition - Enteral,Solution,chartevents
227697,Fibersource HN (2/3),Nutrition - Enteral,Solution,chartevents
227698,Fibersource HN (1/2),Nutrition - Enteral,Solution,chartevents
227699,Fibersource HN (1/4),Nutrition - Enteral,Solution,chartevents
227700,Safety Measures,Restraint/Support Systems,Text,chartevents
227701,Drainage Bag,Drains,Numeric,chartevents
227711,Drain Removed,4-Procedures,Processes,chartevents
227712,Chest Tube Removed,4-Procedures,Processes,chartevents
227713,Epidural Placement,4-Procedures,Processes,chartevents
227714,Pericardial Drain Removed,4-Procedures,Processes,chartevents
227715,TLS Clearance,3-Significant Events,Processes,chartevents
227716,Cerebral Perfusion Pressure Alarm - High,Alarms,Numeric,chartevents
227717,Cerebral Perfusion Pressure Alarm - Low,Alarms,Numeric,chartevents
227719,AVA,Access Lines - Invasive,Processes,chartevents
227720,AVA Cap Change,Access Lines - Invasive,Date and time,chartevents
227721,AVA Change over Wire Date,Access Lines - Invasive,Date and time,chartevents
227722,AVA Dressing Change,Access Lines - Invasive,Date and time,chartevents
227723,AVA Dressing Occlusive,Access Lines - Invasive,Checkbox,chartevents
227724,AVA Insertion Date,Access Lines - Invasive,Date and time,chartevents
227725,AVA Line Discontinued,Access Lines - Invasive,Text,chartevents
227726,AVA Line Tip Cultured,Access Lines - Invasive,Checkbox,chartevents
227727,AVA Line placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
227728,AVA Line Site Appear,Access Lines - Invasive,Text,chartevents
227729,AVA Tubing Change,Access Lines - Invasive,Date and time,chartevents
227730,AVA Waveform Appearance,Access Lines - Invasive,Text,chartevents
227731,AVA Line Zero/Calibrate,Access Lines - Invasive,Checkbox,chartevents
227732,AVA Line Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227751,CCO PAC Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227752,Cordis/Introducer Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227753,Dialysis Catheter Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227754,IABP Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227755,Midline Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227756,Multi Lumen Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227757,PA Catheter Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227758,Pheresis Catheter Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227759,PICC Line Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227760,Presep Catheter Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227761,Sheath Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227762,Trauma Line Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227763,Triple Introducer Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227764,Tunneled (Hickman) Placement Confirmed by X-ray,Access Lines - Invasive,Text,chartevents
227771,Traction/Immobile #1,Treatments,Text,chartevents
227772,Traction/Immobile #2,Treatments,Text,chartevents
227773,Traction/Immobile #3,Treatments,Text,chartevents
227774,Traction/Immobile #4,Treatments,Text,chartevents
227775,Skeletal Traction #1 - Pounds,Treatments,Numeric,chartevents
227776,Skeletal Traction #2 - Pounds,Treatments,Numeric,chartevents
227777,Skeletal Traction #3 - Pounds,Treatments,Numeric,chartevents
227778,Skeletal Traction #4 - Pounds,Treatments,Numeric,chartevents
227780,Impaired Skin  - Dressing Status #1,Skin - Impairment,Text,chartevents
227781,Impaired Skin  - Dressing Status #2,Skin - Impairment,Text,chartevents
227782,Impaired Skin  - Dressing Status #3,Skin - Impairment,Text,chartevents
227783,Impaired Skin - Dressing Status  #4,Skin - Impairment,Text,chartevents
227784,Impaired Skin  - Dressing Status #5,Skin - Impairment,Text,chartevents
227785,Impaired Skin  - Dressing Status #6,Skin - Impairment,Text,chartevents
227786,Impaired Skin  - Dressing Status #7,Skin - Impairment,Text,chartevents
227787,Impaired Skin  - Dressing Status  #8,Skin - Impairment,Text,chartevents
227788,Impaired Skin  - Dressing Status #9,Skin - Impairment,Text,chartevents
227789,Impaired Skin  - Dressing Status #10,Skin - Impairment,Text,chartevents
227790,Impaired Skin  - Dressing Change #1,Skin - Impairment,Date and time,chartevents
227791,Impaired Skin  - Dressing Change #2,Skin - Impairment,Date and time,chartevents
227792,Impaired Skin  - Dressing Change #3,Skin - Impairment,Date and time,chartevents
227793,Impaired Skin  - Dressing Change #4,Skin - Impairment,Date and time,chartevents
227794,Impaired Skin  - Dressing Change #5,Skin - Impairment,Date and time,chartevents
227795,Impaired Skin  - Dressing Change #6,Skin - Impairment,Date and time,chartevents
227796,Impaired Skin  - Dressing Change #7,Skin - Impairment,Date and time,chartevents
227797,Impaired Skin  - Dressing Change #8,Skin - Impairment,Date and time,chartevents
227798,Impaired Skin  - Dressing Change #9,Skin - Impairment,Date and time,chartevents
227800,Impaired Skin  - Dressing Change #10,Skin - Impairment,Date and time,chartevents
227801,Stool Guaiac QC,GI/GU,Checkbox,chartevents
227802,GI Guaiac QC,GI/GU,Checkbox,chartevents
227805,SvO2 SQI,Hemodynamics,Text,chartevents
227806,ScvO2 (Presep) SQI,Hemodynamics,Text,chartevents
227807,In-line Suction Catheter Changed,Respiratory,Checkbox,chartevents
227808,Heliox,Respiratory,Text,chartevents
227809,ETT Position Change,Respiratory,Checkbox,chartevents
227810,ETT Re-taped,Respiratory,Checkbox,chartevents
227812,Medication Infusion Rate - Adjunctive Pain Management,Pain/Sedation,Numeric,chartevents
227813,Medication Bolus - Adjunctive Pain Management,Pain/Sedation,Checkbox,chartevents
227815,Site Appearance - Adjunctive Pain Management,Pain/Sedation,Text,chartevents
227817,Referral Date,OT Notes,Date and time,chartevents
227830,Self Feeding,OT Notes,Text,chartevents
227831,Grooming,OT Notes,Text,chartevents
227832,UE Bathing,OT Notes,Text,chartevents
227834,LE Bathing,OT Notes,Text,chartevents
227835,UE Dressing,OT Notes,Text,chartevents
227836,LE Dressing,OT Notes,Text,chartevents
227837,Toileting,OT Notes,Text,chartevents
227839,Home Management,OT Notes,Text,chartevents
227840,Money Management,OT Notes,Text,chartevents
227841,Community Integration,OT Notes,Text,chartevents
227845,Rolling,OT Notes,Text,chartevents
227846,Supine / Side-lying to Sit,OT Notes,Text,chartevents
227847,Sit to Stand,OT Notes,Text,chartevents
227848,Transfer,OT Notes,Text,chartevents
227849,Toilet,OT Notes,Text,chartevents
227850,Commode,OT Notes,Text,chartevents
227851,Shower / Tub,OT Notes,Text,chartevents
227853,Other (Activity); Specify,OT Notes,Text,chartevents
227854,Weight Bearing Status,OT Notes,Text,chartevents
227855,Assistive Device,OT Notes,Text,chartevents
227858,Rest HR - Aerobic Capacity,OT Notes,Numeric,chartevents
227860,Rest RR - Aerobic Capacity,OT Notes,Numeric,chartevents
227861,Rest O2 Sat - Aerobic Capacity,OT Notes,Numeric,chartevents
227864,Activity HR - Aerobic Capacity,OT Notes,Numeric,chartevents
227866,Activity RR - Aerobic Capacity,OT Notes,Numeric,chartevents
227867,Activity O2 Sat - Aerobic Capacity,OT Notes,Numeric,chartevents
227870,Recovery HR - Aerobic Capacity,OT Notes,Numeric,chartevents
227872,Recovery RR - Aerobic Capacity,OT Notes,Numeric,chartevents
227873,Recovery O2 Sat - Aerobic Capacity,OT Notes,Numeric,chartevents
227881,Pain (0-10),OT Notes,Text,chartevents
227905,Patient agrees with the above goals and is willing to participate in the rehabilitation program,OT Notes,Checkbox,chartevents
227907,Date - Student,OT Notes,Date and time,chartevents
227911,Date - Therapist,OT Notes,Date and time,chartevents
227915,Position - Rest - Aerobic Activity Response,OT Notes,Text,chartevents
227916,Rest HR -  Aerobic Activity Response,OT Notes,Numeric,chartevents
227918,Rest RR - Aerobic Activity Response,OT Notes,Numeric,chartevents
227919,Rest O2 Sat - Aerobic Activity Response,OT Notes,Numeric,chartevents
227922,Position - Activity - Aerobic Activity Response,OT Notes,Text,chartevents
227923,Activity HR - Aerobic Activity Response,OT Notes,Numeric,chartevents
227925,Activity RR - Aerobic Activity Response,OT Notes,Numeric,chartevents
227926,Activity O2 sat - Aerobic Activity Response,OT Notes,Numeric,chartevents
227929,Position - Recovery - Aerobic Activity Response,OT Notes,Text,chartevents
227930,Recovery HR - Aerobic Activity Response,OT Notes,Numeric,chartevents
227932,Recovery RR - Aerobic Activity Response,OT Notes,Numeric,chartevents
227933,Recovery O2 sat - Aerobic Activity Response,OT Notes,Numeric,chartevents
227943,Anticipated Discharge,OT Notes,Text,chartevents
227944,Side Rails,Restraint/Support Systems,Text,chartevents
227945,Restraint (Non-violent),Restraint/Support Systems,Text,chartevents
227946,Restraint Ordered (Non-violent),Restraint/Support Systems,Text,chartevents
227947,Reason for Restraint (Non-violent),Restraint/Support Systems,Text,chartevents
227948,Restraint Device (Non-violent),Restraint/Support Systems,Text,chartevents
227949,Face to Face Eval (Non-violent),Restraint/Support Systems,Text,chartevents
227950,Restraint Location,Restraint/Support Systems,Text,chartevents
227951,Circulation/Skin Integrity,Restraint/Support Systems,Text,chartevents
227952,Position Change,Restraint/Support Systems,Text,chartevents
227953,Range of Motion,Restraint/Support Systems,Text,chartevents
227954,Status and Comfort,Restraint/Support Systems,Text,chartevents
227955,Food and Fluid,Restraint/Support Systems,Text,chartevents
227956,Urinal/Bedpan,Restraint/Support Systems,Text,chartevents
227957,Signs of Injury from Intervention,Restraint/Support Systems,Text,chartevents
227958,Less Restrictive Measures,Restraint/Support Systems,Text,chartevents
227959,Restraints Evaluated,Restraint/Support Systems,Text,chartevents
227960,Patient/Family Informed,Restraint/Support Systems,Text,chartevents
227961,Side  Rails,Restraint/Support Systems,Text,chartevents
227962,Restraints (Violent),Restraint/Support Systems,Text,chartevents
227963,Restraints Ordered (Violent),Restraint/Support Systems,Text,chartevents
227964,Reason for Restraint (Violent),Restraint/Support Systems,Text,chartevents
227965,Restraint Device (Violent),Restraint/Support Systems,Text,chartevents
227966,Face to Face Eval (Violent),Restraint/Support Systems,Text,chartevents
227967,Restraint/Seclusion Observer Sheet,Restraint/Support Systems,Text,chartevents
227968,All Medications Tolerated without Adverse Side Effects,GI/GU,Text,chartevents
227969,Safety Measures,Restraint/Support Systems,Text,chartevents
227972,NovaSource Renal (1/4),Nutrition - Enteral,Solution,chartevents
227973,NovaSource Renal (1/2),Nutrition - Enteral,Solution,chartevents
227974,NovaSource Renal (3/4),Nutrition - Enteral,Solution,chartevents
227975,NovaSource Renal (Full),Nutrition - Enteral,Solution,chartevents
227976,Boost Glucose Control (1/4),Nutrition - Enteral,Solution,chartevents
227977,Boost Glucose Control (1/2),Nutrition - Enteral,Solution,chartevents
227978,Boost Glucose Control (3/4),Nutrition - Enteral,Solution,chartevents
227979,Boost Glucose Control (Full),Nutrition - Enteral,Solution,chartevents
227980,Intra Aortic Balloon Pump Setting,IABP,Text,chartevents
227981,Neuro Drain #2 Type,Neurological,Text,chartevents
227982,Neuro Drain #2 Status,Neurological,Text,chartevents
227983,Neuro Drain #2 Drainage,Neurological,Text,chartevents
227984,Neuro Drain #2 Level,Neurological,Text,chartevents
227985,Neuro Drain #1 Landmark,Neurological,Text,chartevents
227986,Neuro Drain #2 Landmark,Neurological,Text,chartevents
227988,Pronator drift present,Neurological,Text,chartevents
227989,Intra Cranial Pressure #2,Hemodynamics,Numeric,chartevents
227990,Intra Cranial Pressure #2 Alarm - High,Alarms,Numeric,chartevents
227991,Intra Cranial Pressure #2 Alarm - Low,Alarms,Numeric,chartevents
228003,Tamiflu,Antibiotics,Solution,chartevents
228004,Citrate (ACD-A),Dialysis,Numeric,chartevents
228005,PBP (Prefilter) Replacement Rate,Dialysis,Numeric,chartevents
228006,Post Filter Replacement Rate,Dialysis,Numeric,chartevents
228007,14 G Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228008,14 G Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228009,16 G Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228010,16 G Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228011,18 G Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228012,18 G Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228013,20 G Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228014,20 G Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228015,22 G Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228016,22 G Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228017,RIC Phlebitis Scale,Access Lines - Peripheral,Text,chartevents
228018,RIC Infiltration Scale,Access Lines - Peripheral,Text,chartevents
228019,Insertion kit used (A-Line),Arterial Line Insertion,Text,chartevents
228020,Hand cleansing prior to procedure (A-Line),Arterial Line Insertion,Text,chartevents
228021,Site cleaned with ChloraPrep(TM) (A-Line),Arterial Line Insertion,Text,chartevents
228022,Replaced previous Arterial line over wire,Arterial Line Insertion,Text,chartevents
228023,Arterial line sutured,Arterial Line Insertion,Text,chartevents
228024,Sterile field maintained throughout procedure (A-Line),Arterial Line Insertion,Text,chartevents
228025,Transparent dressing applied and dated (A-Line)_New,Arterial Line Insertion,Text,chartevents
228026,Arterial Line ordered on POE,Arterial Line Insertion,Text,chartevents
228027,The Attending /Supervisor is the Clinician Operator (Aline),Arterial Line Insertion,Checkbox,chartevents
228028,I was present during the above procedure and agree with the chacklist (A-Line),Arterial Line Insertion,Checkbox,chartevents
228030,Is alternative vascular access present (CVL),CVL Insertion,Text,chartevents
228031,Insertion kit used (CVL),CVL Insertion,Text,chartevents
228032,Hand cleansing prior to procedure (CVL),CVL Insertion,Text,chartevents
228033,Site cleaned with ChloraPrep(TM) (CVL),CVL Insertion,Text,chartevents
228034,Sterile field maintained throughout procedure (CVL),CVL Insertion,Text,chartevents
228035,Transparent dressing applied and dated (CVL),CVL Insertion,Text,chartevents
228036,Central Line ordered on POE,CVL Insertion,Text,chartevents
228037,Follow-up chest X-RAY ordered (CVL),CVL Insertion,Text,chartevents
228038,Immediate complications (CVL),CVL Insertion,Text,chartevents
228039,The Attending/Supervisor is the Clinician Operator (CVL),CVL Insertion,Checkbox,chartevents
228040,I was present during the above procedure and agree with the checklist (CVL),CVL Insertion,Checkbox,chartevents
228041,Insertion kit used (PICC Line),PICC Line Insertion,Text,chartevents
228042,Hand Cleansing Prior to Procedure (PICC),PICC Line Insertion,Text,chartevents
228043,Site cleaned with ChloraPrep(TM) (PICC),PICC Line Insertion,Text,chartevents
228044,Sterile field maintained throughout procedure (PICC),PICC Line Insertion,Text,chartevents
228045,Transparent dressing applied and dated (PICC),PICC Line Insertion,Text,chartevents
228046,PICC Ordered on POE,PICC Line Insertion,Text,chartevents
228047,Follow-up X-RAY Ordered (PICC),PICC Line Insertion,Text,chartevents
228048,Immediate complications (PICC),PICC Line Insertion,Text,chartevents
228049,Attending/Supervisor is the Clinical Operator (PICC)_New,PICC Line Insertion,Checkbox,chartevents
228050,I was present during the above procedure and agree with the checklist (PICC),PICC Line Insertion,Checkbox,chartevents
228051,Hand cleansing prior to procedure (Bronch),Bronchoscopy,Text,chartevents
228052,Topical Lidocaine used (Bronch),Bronchoscopy,Text,chartevents
228053,Topical Cetacaine used (Bronch),Bronchoscopy,Text,chartevents
228055,Bronchoalveolar lavage (BAL) / washing (Bronch,Bronchoscopy,Text,chartevents
228056,Endobronchial ultrasound (EBUS) (Bronch),Bronchoscopy,Text,chartevents
228057,Brushings (Bronch),Bronchoscopy,Text,chartevents
228058,Transbronchial biopsy (Bronch),Bronchoscopy,Text,chartevents
228059,Transbronchial needle aspirate (Bronch),Bronchoscopy,Text,chartevents
228060,Conscious sedation used (Bronch),Bronchoscopy,Text,chartevents
228061,Photodynamic therapy PDT (Bronch),Bronchoscopy,Text,chartevents
228062,Autofluorescence AF (Bronch),Bronchoscopy,Text,chartevents
228063,The Attending/Supervisor is the Clinician Operator (Bronch),Bronchoscopy,Checkbox,chartevents
228064,I was present during the above procedure and agree with the checklist (Bronch),Bronchoscopy,Checkbox,chartevents
228065,Hand Cleansing prior to procedure (Intubation),Intubation,Text,chartevents
228066,Unable to complete Airway Assessment (Intubation),Intubation,Text,chartevents
228067,Stylette (Intubation),Intubation,Text,chartevents
228068,Bougie (Intubation),Intubation,Text,chartevents
228069,Tube Secured (Intubation),Intubation,Text,chartevents
228070,The Attending/Supervisor is the Clinical Operator (Intubation),Intubation,Checkbox,chartevents
228071,I was present during the above procedure and agree with the checklist (Intubation),Intubation,Checkbox,chartevents
228072,Hand cleansing prior to procedure (LP),Lumbar Puncture,Text,chartevents
228073,Site cleansed with Providone Iodine (LP),Lumbar Puncture,Text,chartevents
228074,Number of attempts to perform (LP),Lumbar Puncture,Text,chartevents
228075,Number of operators (LP),Lumbar Puncture,Text,chartevents
228077,Dressing applied and dated (LP),Lumbar Puncture,Text,chartevents
228078,The Attending/Supervisor is the Clinician Operator (LP),Lumbar Puncture,Checkbox,chartevents
228079,I was present during the above procedure and agree with the checklist (LP),Lumbar Puncture,Checkbox,chartevents
228080,Insertion kit used (PACEN),Paracentesis,Text,chartevents
228081,Hand cleansing prior to procedure (PACEN),Paracentesis,Text,chartevents
228082,Site cleaned with ChloraPrep (PACEN),Paracentesis,Text,chartevents
228084,Dressing applied and dated (PACEN),Paracentesis,Text,chartevents
228085,The Attending/Supervisor is the Clinical Operator (PACEN),Paracentesis,Checkbox,chartevents
228086,I was present during the above procedure and agree with the checklist (PACEN),Paracentesis,Checkbox,chartevents
228087,Insertion kit used (THCEN),Thoracentesis,Text,chartevents
228088,Hand cleansing prior to procedure (THCEN),Thoracentesis,Text,chartevents
228089,Site cleansed with ChloraPrep (THCEN),Thoracentesis,Text,chartevents
228090,Number of attempts (THCEN),Thoracentesis,Numeric,chartevents
228091,Number of operators (THCEN),Thoracentesis,Text,chartevents
228092,Dressing applied and dated (THCEN),Thoracentesis,Text,chartevents
228093,Follow-up X-RAY Ordered (THCEN),Thoracentesis,Text,chartevents
228094,The Attending/Supervisor is the Clinician Operator (THCEN),Thoracentesis,Checkbox,chartevents
228095,I was present during the above procedure and agree with the checklist (THCEN),Thoracentesis,Checkbox,chartevents
228096,Richmond-RAS Scale,Pain/Sedation,Text,chartevents
228097,14 Gauge placed in the field,Access Lines - Peripheral,Checkbox,chartevents
228098,16 Gauge placed in the field,Access Lines - Peripheral,Checkbox,chartevents
228099,18 Gauge placed in the field,Access Lines - Peripheral,Checkbox,chartevents
228100,20 Gauge placed in the field,Access Lines - Peripheral,Checkbox,chartevents
228101,22 Gauge placed in the field,Access Lines - Peripheral,Checkbox,chartevents
228102,Enema administration,Treatments,Text,chartevents
228103,Stool containment device placed,Output,Date and time,chartevents
228106,NonOperative Diagnoses,ApacheII Parameters,Text,chartevents
228107,Elective Postoperative Diagnoses,ApacheII Parameters,Text,chartevents
228108,Emergency Postoperative Diagnoses,ApacheII Parameters,Text,chartevents
228109,APACHE IV diagnoses,ApacheIV Parameters,Text,chartevents
228110,APACHE IV diagnoses-2,ApacheIV Parameters,Text,chartevents
228111,Readmission,Scores - APACHE IV (2),Checkbox,chartevents
228112,GCSVerbalApacheIIValue (intubated),Scores - APACHE II,Text,chartevents
228113,Insertion kit used (PA line),PA Line Insertion,Text,chartevents
228114,Hand cleansing prior to procedure (PA Line),PA Line Insertion,Text,chartevents
228115,Site cleansed with ChloraPrep(TM) (PA line),PA Line Insertion,Text,chartevents
228116,Sterile field maintained throughout procedure (PA line),PA Line Insertion,Text,chartevents
228117,Thermodilution (PA line),PA Line Insertion,Text,chartevents
228118,Fick (PA line),PA Line Insertion,Text,chartevents
228119,Depth at which wedge obtained (PA Line),PA Line Insertion,Numeric,chartevents
228120,Transparent dressing applied and dated (PA line),PA Line Insertion,Text,chartevents
228121,PA line ordered on POE,PA Line Insertion,Text,chartevents
228122,Follow-up X-RAYordered (PA Line),PA Line Insertion,Text,chartevents
228123,The Attending/Supervisor is the Clinical Operator (PA Line),PA Line Insertion,Checkbox,chartevents
228124,I was present during the above procedure and agree with the checklist (PA Line),PA Line Insertion,Checkbox,chartevents
228125,Family meeting held,7-Communication,Processes,chartevents
228126,Family met with Case Manager,7-Communication,Processes,chartevents
228127,Family met with Social Worker,7-Communication,Processes,chartevents
228128,Family updated by MD,7-Communication,Processes,chartevents
228129,Family updated by RN,7-Communication,Processes,chartevents
